document_id;source_file;source_link;question;content
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?; entity or an entity related to the foreign employer, as understood by the provisions of the Act of 26 July 1991 on Personal Income Tax ( Journal of Laws of 2016, item 2032, as amended ) Work permit D - for foreigners who work for a foreign employer that does not have a branch, facility, or other business activity in the Republic of Poland, who are delegated to the Republic of Poland to provide occasional and temporary services ( export services ). Work permit E - for foreigners who are employed with an employer abroad, who delegates the foreigner to the Republic of Poland for periods longer than 30 days in 6 consecutive months for reasons different than those outlined in permits B, C, or D. To make an application 
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?;" foreigners who are employed with an employer abroad, who delegates the foreigner to the Republic of Poland for periods longer than 30 days in 6 consecutive months for reasons different than those outlined in permits B, C, or D. To make an application you need to come in person after previously booking a visit at https : / / rezerwacje. duw. pl / reservations / or in person after previously filling out the application on - line, printing out and making a reservation of the visit at https : / / przybysz. duw. pl On Monday, Tuesday, Thursday and Friday 9 : 00 a. m. – 4 : 00 p. m. ; Wednesday 8 : 00 a. m. – 6 : 00 "
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?;" visit at https : / / przybysz. duw. pl On Monday, Tuesday, Thursday and Friday 9 : 00 a. m. – 4 : 00 p. m. ; Wednesday 8 : 00 a. m. – 6 : 00 p. m. At the Provincial Office of Lower Silesia in Wrocław Section of Civic Matters and Foreigners Pl. Powstańców Warszawy 1 The fee for the work permit is : 50 PLN - in cases when the entity assigning work to the foreigner intends to assign work for a period shorter than 3 months ; 100 PLN - in cases when the entity assigning work to the foreigner intends to assign work for a period longer than 3 months ; 200 PLN – in cases "
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?;" to the foreigner intends to assign work for a period shorter than 3 months ; 100 PLN - in cases when the entity assigning work to the foreigner intends to assign work for a period longer than 3 months ; 200 PLN – in cases when the entity assigning work to the foreigner intends to delegate a foreigner to the Republic of Poland to provide an export service ( work permit D ). The relevant payment should be sent to the bank account of the Silesian Voivodship Office in Wroclaw : Dolnośląski Urząd Wojewódzki in Wrocław NBP O / O Wrocław 41 1010 1674 0005 9222 3100 0000 What should I know? The permit is issued by a voivode appropriate to : the "
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?;n Voivodship Office in Wroclaw : Dolnośląski Urząd Wojewódzki in Wrocław NBP O / O Wrocław 41 1010 1674 0005 9222 3100 0000 What should I know? The permit is issued by a voivode appropriate to : the headquarters or place of residence of the employer who intends to hire a foreigner ( type A or type B ), headquarters of the entity to which the foreigner is delegated ( type C ), headquarters or the place of residence of the entity for which the service is provided, and if the entity is headquartered abroad – then the appropriate voivode is the one responsible for the place of the work done by the foreigner in the Republic of Poland ( type D ), the main 
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?; the entity for which the service is provided, and if the entity is headquartered abroad – then the appropriate voivode is the one responsible for the place of the work done by the foreigner in the Republic of Poland ( type D ), the main place of work performed by the foreigner in the Republic of Poland ( type E ). In cases where the specificity of the work carried out makes it impossible to pinpoint the main place of the work, the permit is issued by the Mazowieckie Voivode. In cases where the appropriate voivode changes due to the change of the headquarters of the entity assigning work, change of the headquarters of the entity to which the foreigner is sent, or change in the main place of 
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?; Mazowieckie Voivode. In cases where the appropriate voivode changes due to the change of the headquarters of the entity assigning work, change of the headquarters of the entity to which the foreigner is sent, or change in the main place of work, the appropriate voivode is determined on the day the form is submitted. In the proceedings for a work permit for a foreigner, the only party is the entity assigning the work to the foreigner. If you ’ re submitting documents in a foreign language, you also need to provide a Polish translation, certified by a sworn translator. The letters are delivered to the address indicated in the form, or, if you arrange a representative, to the address of the representative. 
43;5.txt;https://przybysz.duw.pl/en/faq-frequently-asked-questions/;"I have a positive decision of granting permission for temporary
residence and work. What should be done with my still valid work permission?How to obtain an “invitation” for work? "; It is not required TO OBTAIN new permissions for work for foreigners if the entity employing them changed the headquarters, address, name or legal form, it was acquired in the whole or part by other entity, or if it was in part or whole transferred to other employer, or in case the civil law agreement was changed into work agreement. “ Invitation for work ” is most often an incorrect name for permission for work or declaration of consignment to work. The first of them is issued by the voivode and the latter by district head ( district labour office ). Since January 2018, district heads ( district labour offices ) issue permissions for seasonal work. 
44;50.txt;https://przybysz.duw.pl/en/foreigners-stay/temporary-residence-permits/temporary-residence-permit-and-work/#c1195;"How can I submit my application form for resident card? Who submits the application for resident card? When should I apply for resident card? How much does issuing a resident card cost? Where should I pay the fee for the resident card? 
When and where can I collect my residence card? How can I book a visit at the Provincial Office?"; You should submit an application if you intend to stay on the territory of the Republic of Poland for more than 3 months and if the purpose of your stay is to live with your spouse who is a citizen of the Republic of Poland. If you are a spouse of a citizen of the Republic of Poland, you can also submit an application on behalf of a juvenile child. A residence permit for a juvenile child will be granted if you have a valid temporary residence permit. You submit your application for a temporary residence permit not later than on the last day of legal residence on the territory of the Republic of Poland. If it is not possible to appear in person, send an application by post. For the period of legal stay, the date of 
44;50.txt;https://przybysz.duw.pl/en/foreigners-stay/temporary-residence-permits/temporary-residence-permit-and-work/#c1196;"How can I submit my application form for resident card? Who submits the application for resident card? When should I apply for resident card? How much does issuing a resident card cost? Where should I pay the fee for the resident card? 
When and where can I collect my residence card? How can I book a visit at the Provincial Office?"; for a temporary residence permit not later than on the last day of legal residence on the territory of the Republic of Poland. If it is not possible to appear in person, send an application by post. For the period of legal stay, the date of posting the parcel at the post office is counted. If you submit your application on time and there are no formal defects or formal deficiencies are supplemented by you in the period indicated by us, your stay will be legal from the day of submitting the application to the day on which the decision in this matter becomes final. If you request to suspend the proceedings for granting a temporary residence permit, your stay at this time will not be considered legal. You can submit application form in person 
44;50.txt;https://przybysz.duw.pl/en/foreigners-stay/temporary-residence-permits/temporary-residence-permit-and-work/#c1197;"How can I submit my application form for resident card? Who submits the application for resident card? When should I apply for resident card? How much does issuing a resident card cost? Where should I pay the fee for the resident card? 
When and where can I collect my residence card? How can I book a visit at the Provincial Office?";" of submitting the application to the day on which the decision in this matter becomes final. If you request to suspend the proceedings for granting a temporary residence permit, your stay at this time will not be considered legal. You can submit application form in person after previously booking a visit at https : / / rezerwacje. duw. pl / reservations / or in person after previously filling out the application on - line, printing out and making a reservation of the visit at https : / / przybysz. duw. pl On Monday, Tuesday, Thursday and Friday 9 : 00 a. m. – 4 : 00 p. m. ; Wednesday 8 : 00 a. m. – 6 : 00 p. m. At the "
44;50.txt;https://przybysz.duw.pl/en/foreigners-stay/temporary-residence-permits/temporary-residence-permit-and-work/#c1198;"How can I submit my application form for resident card? Who submits the application for resident card? When should I apply for resident card? How much does issuing a resident card cost? Where should I pay the fee for the resident card? 
When and where can I collect my residence card? How can I book a visit at the Provincial Office?";" przybysz. duw. pl On Monday, Tuesday, Thursday and Friday 9 : 00 a. m. – 4 : 00 p. m. ; Wednesday 8 : 00 a. m. – 6 : 00 p. m. At the Provincial Office of Lower Silesia in Wrocław Section of Civic Matters and Foreigners Pl. Powstańców Warszawy 1 Stamp duty for the issue of a single temporary residence permit and work cost 440, 00 PLN The fee should be paid to the following account : Gmina Wrocław pl. Nowy Targ 1 - 8, 50 - 141 Wrocław PKO BP S. A. 82 1020 5226 0000 6102 0417 7895 Remember to attach the confirmation of the payment to the application. Fee for the "
44;50.txt;https://przybysz.duw.pl/en/foreigners-stay/temporary-residence-permits/temporary-residence-permit-and-work/#c1199;"How can I submit my application form for resident card? Who submits the application for resident card? When should I apply for resident card? How much does issuing a resident card cost? Where should I pay the fee for the resident card? 
When and where can I collect my residence card? How can I book a visit at the Provincial Office?"; following account : Gmina Wrocław pl. Nowy Targ 1 - 8, 50 - 141 Wrocław PKO BP S. A. 82 1020 5226 0000 6102 0417 7895 Remember to attach the confirmation of the payment to the application. Fee for the issue or substitution of a residence card is cost 50, 00 PLN The fee should be paid into the following account : Dolnośląski Urząd Wojewódzki 50 - 153 Wrocław, pl. Powstańców Warszawy 1 41 1010 1674 0005 9222 3100 0000 After obtaining the permission ( decision regarding temporary residence ), in order to obtain the residence card, you should submit : Confirmation of payment for the card ( 50 PLN ) Valid confirmation of registration of residence for the temporary residence longer 
44;50.txt;https://przybysz.duw.pl/en/foreigners-stay/temporary-residence-permits/temporary-residence-permit-and-work/#c1200;"How can I submit my application form for resident card? Who submits the application for resident card? When should I apply for resident card? How much does issuing a resident card cost? Where should I pay the fee for the resident card? 
When and where can I collect my residence card? How can I book a visit at the Provincial Office?"; 0005 9222 3100 0000 After obtaining the permission ( decision regarding temporary residence ), in order to obtain the residence card, you should submit : Confirmation of payment for the card ( 50 PLN ) Valid confirmation of registration of residence for the temporary residence longer than 2 months – if your address is to be placed on the card or else you ought to submit a written declaration when your card should be issued without the address. Declaration of printing a card without the address. In case of not submitting the above mentioned confirmation of registration of residence within 14 days from the day of collection of the decision about permission for temporary residence, data about the address will not be included in the card. 
45;6.txt;https://przybysz.duw.pl/en/faq-frequently-asked-questions/;"Employer has a permission for work of A type. Can this foreigner be sent to work in other EU countries?
Must the foreigner be in Poland in order to obtain permission for work?"; Binding rules with regards to foreigners ’ work and delegated workers work should be investigated for the given country. The foreigner does not have to be in Poland in order to obtain permission for work 
46;7.txt;https://study-in-wroclaw.pl/en/pesel-i-zameldowanie;How to obtain a PESEL? What documents I need to obtain PESEL?;" As of January 1, 2018, the PESEL number is assigned to each foreigner residing in Poland. Only foreigners planning short - term stays that do not require registration ( when the stay in Poland does not exceed 30 days ) are exempt from this regulation. If you are a foreigner, you can register and automatically receive a PESEL number. The documents you need are : your passport and a document obtained in Poland : visa / residence card / temporary residence permit and a lease agreement ( of premises, room ). In order to register for PESEL you will need : passport ; a visa or a travel document ( a temporary residence permit, a certificate of refugee status or any other document listed on the website of the Ministry of Interior "
46;7.txt;https://study-in-wroclaw.pl/en/pesel-i-zameldowanie;How to obtain a PESEL? What documents I need to obtain PESEL?;" ( of premises, room ). In order to register for PESEL you will need : passport ; a visa or a travel document ( a temporary residence permit, a certificate of refugee status or any other document listed on the website of the Ministry of Interior ; if you are the owner or have other legal title to the premises where you want to register – bring a document to prove it. Such a document may be, for example : a civil law agreement ( e. g. a lease agreement ), an extract from the Land and Mortgage Register, an administrative decision or a court ruling ; if you are not the owner and you do not have any other legal title to the premises where you want to register, the person who has the legal title "
46;7.txt;https://study-in-wroclaw.pl/en/pesel-i-zameldowanie;How to obtain a PESEL? What documents I need to obtain PESEL?;" ), an extract from the Land and Mortgage Register, an administrative decision or a court ruling ; if you are not the owner and you do not have any other legal title to the premises where you want to register, the person who has the legal title to the premises must sign the registration form and confirm your stay. You must present a document confirming your title to the property for inspection. The registration service is free. An officer will register you as soon as he / she receives your application. "
47;8.txt;https://przybysz.duw.pl/en/faq-frequently-asked-questions/;Will I obtain a visa based on my permission for work?; Yes, but this is not the decisive factor. The decision is made by consul. Which employer classification number ( PKD ) should I insert in the application form? PKD symbol connected with the work performed by the foreigner indicated by the employer in the Central Registry and Information about Business Activity ( CEiDG ) and National Court Register ( KRS ) is required to be inserted in the application form. This concerns both the consigning employer and the user employer. 
48;9.txt;https://przybysz.duw.pl/en/faq-frequently-asked-questions/;Can the permission issued for other employer be used by me?none; No, unless we deal with situation when the consigning entity was acquired or restructured. 
